,id,reversed,condition,phase,phase_order,score,score_n,total_score,entropy_xy,nstates_xy,bic_xy,entropy_xy_n,nstates_xy_n,bic_xy_n,entropy_amp_and_freq,nstates_amp_and_freq,bic_amp_and_freq,entropy_amp_and_freq_n,nstates_amp_and_freq_n,bic_amp_and_freq_n,entropy_amp_and_mel,nstates_amp_and_mel,bic_amp_and_mel,entropy_amp_and_mel_n,nstates_amp_and_mel_n,bic_amp_and_mel_n,llh_xy,llh_amp_and_freq,llh_amp_and_mel,llh_xy_n,llh_amp_and_freq_n,llh_amp_and_mel_n
46,13202021514,0,2,2,1,0.944444444,1.2765747230492683,0.826086957,0.99,24,76017.65674024286,,0.8799555512374616,1.209998885381486,0.99,19,23517.458983169858,,0.09324486974749807,0.2660323636826782,0.99,21,23341.44142163176,,0.4147765406560292,0.23863833375645302,1.121815734071221e+40,5.638936991163261e+33,2.807023665459707e+33,-0.16245416094132095,-0.12939992512940568,-0.13213131981169066
47,13202021514,0,2,1,2,0.944444444,1.2765747230492683,0.826086957,0.99,18,30304.040287612213,,-0.15405750006827973,-0.16124561389691197,0.99,18,33884.89942190304,,-0.0877598774094098,0.9888672746670406,0.99,19,34535.67378775012,,0.059253791522289705,1.0221752329277423,1.0945776284176823e+35,5.332715868323047e+35,5.716449496380824e+35,-0.1626577860456177,-0.1290979150400456,-0.1316443130147474
48,13202126514,0,2,0,0,0.5,-0.6398117606930299,0.608695652,0.99,15,8984.210297063928,,-0.6710640257211504,-0.8007640302616187,0.99,15,10706.710382402676,,-0.6307741188801333,-0.627153990191383,0.99,14,10782.55369067649,,-0.829553081312059,-0.6404172037663235,-6.186376231242184e+18,1.4684180817312924e+20,-2.0697533170645217e+19,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
49,13202126514,0,2,2,1,0.5,-0.6398117606930299,0.608695652,0.99,25,26377.62276044962,,1.0522910597884185,-0.27902405397222485,0.99,22,6338.790308308371,,0.6362591112182217,-0.9316925247123067,0.99,22,5969.101786633335,,0.5925379152228989,-0.977333309833532,-3.380008388665342e+32,-1.356521982446504e+27,3.4423193409370633e+24,-0.16265778803858244,-0.12940315278462147,-0.13213372302627985
50,13202126514,0,2,1,2,0.7777777779999999,0.5579297938018407,0.608695652,0.99,16,16333.938366723844,,-0.4987285171701935,-0.5802985547909457,0.99,18,20413.50428873889,,-0.0877598774094098,0.04961956357956461,0.99,19,20218.276557763736,,0.059253791522289705,0.02003335638948616,5.476993038740454e+30,4.83711229474569e+32,3.75054841060187e+32,-0.1626577880323478,-0.12940287591380734,-0.13213340192558173
51,132R0128514,1,2,0,0,0.6,-0.20862480141982603,0.697826087,0.1582989144455542,17,20113.325902990116,,-0.32639300861923665,-0.46693048698303913,0.99,16,24423.356563149922,,-0.4497693717232255,0.32919302522257243,0.99,16,25106.563635915074,,-0.4740303321783195,0.36218752777032365,3.4720657376396064e+23,1.3827741784830206e+24,1.9416440184977145e+24,-0.1626577880324472,-0.1294031527838442,-0.13213372302628112
52,132R0128514,1,2,2,1,0.78,0.5675117252719414,0.697826087,0.99,26,74760.68449698377,,1.2246265683393753,1.172294227380938,0.99,22,15605.286801859012,,0.6362591112182217,-0.2856172269919523,0.99,24,16351.406749156595,,0.9480606643566384,-0.2506270230131724,8.966975902658737e+38,2.8007008535895254e+30,-4.56767063525459e+30,-0.16264151156953266,-0.12940315118076015,-0.13213372693686354
53,132R0128514,1,2,1,2,0.67,0.09320607007141704,0.697826087,0.99,21,32644.270569269705,,0.3629490255845909,-0.0910471008544615,0.99,21,24121.41515434905,,0.4552543640613138,0.308141176153089,0.99,19,25517.81067358262,,0.059253791522289705,0.390972639437533,-7.952498083583759e+34,3.9869188398307173e+33,1.2212083246401813e+34,-0.16265778947594992,-0.1294008707231813,-0.13212326773264943
54,132R0139514,1,2,0,0,0.7,0.22256215785337788,0.660869565,0.99,28,66768.52337033996,,1.5692975854412892,0.9325580648829848,0.99,27,41914.879998922464,,1.5412828470027609,1.548730659453,0.99,27,43202.46468313471,,1.4813447880572477,1.628804632947095,2.6784558624362398e+28,3.918249361460999e+26,5.553115538261414e+26,-0.1626577880324467,-0.12940315278362072,-0.13213372302580736
55,132R0139514,1,2,2,1,0.5,-0.6398117606930299,0.660869565,0.99,28,142146.96918998435,,1.5692975854412892,3.19364102473693,0.99,30,34525.93899112908,,2.0842970884734844,1.0335616023265275,0.99,30,34793.06336744933,,2.014628911757857,1.040191138490586,4.197629631665375e+44,1.468067334877261e+35,3.8668554537941366e+35,7.456696135801384,-0.1293191225125708,-0.13180266477527486
56,132R0139514,1,2,1,2,0.8,0.6537491171265822,0.660869565,0.99,24,56460.89017131197,,0.8799555512374616,0.6233660468024912,0.99,24,50078.84056644478,,0.9982686055320373,2.1179353483999193,0.99,25,51424.29149563528,,1.125822038923508,2.2042889069459455,1.436911289295727e+39,1.8928796384298534e+38,2.4178004688764e+38,-0.1626317058464732,-0.02105717591486733,0.07486465177125788
57,132r01513514,1,2,0,0,0.9,1.0849360763997862,0.826086957,0.99,13,14785.023040899276,,-1.0157350428230643,-0.6267604579437145,0.99,14,20384.02959533526,,-0.8117788660370412,0.04756453972786185,0.99,16,20350.659031725732,,-0.4740303321783195,0.029299427501852545,3.3261513735105146e+21,8.577895580616087e+22,6.47260354975195e+22,-0.1626577880324472,-0.12940315278384495,-0.13213372302628273
58,132r01513514,1,2,2,1,0.7222222220000001,0.31838148117811943,0.826086957,0.99,18,56347.62391860488,,-0.15405750006827973,0.6199684655557872,0.99,21,18793.221945141402,,0.4552543640613138,-0.06334917258294918,0.99,20,18013.38783856159,,0.23701516608915946,-0.13429716075167805,7.727138684937383e+38,4.221530570115097e+32,2.7699190921323917e+32,-0.162643762067885,-0.1294029111489073,-0.13213348588150686
59,132r01513514,1,2,1,2,0.8888888890000001,1.037026414737416,0.826086957,0.99,17,29252.382153580325,,-0.32639300861923665,-0.192791585170196,0.2662176810841474,17,36512.21712808604,,-0.26876462456631767,1.172048164058143,0.99,20,36861.071050503655,,0.23701516608915946,1.1849407090236348,3.097185198611813e+35,3.365890939722664e+36,3.177878822058851e+36,-0.16265778241057194,-0.12747656044012265,-0.12941300326492297
60,132r01619514,1,2,0,0,0.3,-1.5021856792394381,0.804347826,0.99,17,14499.097917401465,,-0.32639300861923665,-0.6353371859128994,0.99,15,8906.197472250045,,-0.6307741188801333,-0.7526886963541513,0.2616185309590685,15,9391.36950189153,,-0.6517917067451893,-0.7377927191036624,9.076730362175055e+20,2.8255800106501386e+19,4.2526173087770165e+19,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
61,132r01619514,1,2,2,1,0.8888888890000001,1.037026414737416,0.804347826,0.99,20,32905.17780944535,,0.19061351703363405,-0.0832208196350904,0.99,20,4863.088870482142,,0.2742496169044059,-1.0345808435557338,0.99,18,4831.651050977334,,-0.11850758304458003,-1.0569488290783806,2.4999606160511752e+36,-4.725471908169077e+21,-7.689315980143342e+20,-0.16265774265425428,-0.129403152783845,-0.1321337230262828
